,,Bronte Building Water [m設 [Bronte],Dome/Tudor Water [m設 [The Dome],Fry Building Water [m設 [Fry],Fussey Water [m設 [David Fussey],Grey Building Water [m設 [Grey],Library Water [m設 [Library],Seacole Water [m設 [Mary Seacole],Southwood House Water [m設 [Southwood House],WM15 Ambient Loop Make up Water [m設 [Central Plantroom],WM2 Energy Centre Main Incoming Water [m設 [Central Plantroom],WM4 Southwood and Fussey Make up Water [m設 [Central Plantroom],WM5.1 Fry Building Heating Make up Water [m設 [Fry],WM5 Fry Building Heating Make up Water Incoming [m設 [Fry],WM6 Grey Heating System Make up Water [m設 [Grey],WM7 Bronte Heating System Make up Water [m設 [Bronte]
04-08-2024,08:00,0.00,0.51,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,08:30,0.00,0.34,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,09:00,0.00,0.37,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,09:30,0.00,0.58,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,10:00,0.00,0.54,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,10:30,0.00,0.49,0.00,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,11:00,0.00,0.56,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,11:30,0.00,0.58,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,12:00,0.00,0.51,0.11,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,12:30,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,13:00,0.00,0.65,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,13:30,0.00,0.44,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,14:00,0.00,0.37,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,14:30,0.00,0.32,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,15:00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,15:30,0.00,0.33,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,16:00,0.00,0.51,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,16:30,0.00,0.28,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,17:00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,17:30,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,18:00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,18:30,0.00,0.46,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,19:00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,19:30,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,20:00,0.00,0.77,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,20:30,0.00,0.59,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,21:00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,21:30,0.00,0.32,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,22:00,0.00,0.26,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,22:30,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,23:00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-08-2024,23:30,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,00:00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,00:30,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,01:00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,01:30,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,02:00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,02:30,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,03:00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,03:30,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,04:00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,04:30,0.00,0.27,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,05:00,0.01,0.19,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,05:30,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,06:00,0.00,0.32,0.00,0.00,0.01,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,06:30,0.01,0.26,0.00,0.00,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,07:00,0.32,0.35,0.00,0.00,0.00,0.03,0.08,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,07:30,0.00,0.68,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,08:00,0.00,0.46,0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,08:30,0.00,0.48,0.00,0.00,0.00,0.01,0.02,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,09:00,0.03,0.54,0.00,0.00,0.00,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,09:30,0.00,0.65,0.00,0.08,0.02,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,10:00,0.00,0.41,0.00,0.00,0.00,0.02,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,10:30,0.00,0.56,0.01,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,11:00,0.00,0.41,0.00,0.00,0.00,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,11:30,0.32,0.57,0.00,0.00,0.01,0.01,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,12:00,0.00,0.39,0.07,0.51,0.02,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,12:30,0.00,0.47,0.14,0.00,0.02,0.02,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,13:00,0.01,0.68,0.00,0.23,0.01,0.02,0.01,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,13:30,0.00,0.81,0.01,0.12,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,14:00,0.34,0.38,0.00,0.00,0.02,0.03,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,14:30,0.00,0.66,0.01,0.00,0.03,0.03,0.02,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,15:00,0.00,0.39,0.00,0.00,0.01,0.01,0.01,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,15:30,0.00,0.38,0.00,0.00,0.01,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,16:00,0.01,0.38,0.01,0.00,0.01,0.02,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,16:30,0.00,0.41,0.00,0.00,0.02,0.04,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,17:00,0.00,0.41,0.00,0.00,0.02,0.01,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,17:30,0.00,0.41,0.00,0.00,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,18:00,0.00,0.52,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,18:30,0.00,0.49,0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,19:00,0.00,0.74,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,19:30,0.00,0.59,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,20:00,0.00,0.55,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,20:30,0.00,0.75,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,21:00,0.00,0.65,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,21:30,0.00,0.61,0.00,0.01,0.02,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,22:00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,22:30,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,23:00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05-08-2024,23:30,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,00:00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,00:30,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,01:00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,01:30,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,02:00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,02:30,0.00,0.39,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,03:00,0.00,0.34,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,03:30,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,04:00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,04:30,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,05:00,0.01,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,05:30,0.00,0.31,0.00,0.00,0.02,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,06:00,0.14,0.36,0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,06:30,0.19,0.32,0.01,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,07:00,0.01,0.42,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,07:30,0.00,0.49,0.00,0.00,0.01,0.03,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,08:00,0.00,0.59,0.01,0.00,0.02,0.01,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,08:30,0.00,0.56,0.00,0.00,0.00,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,09:00,0.01,0.65,0.00,0.00,0.02,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,09:30,0.00,0.39,0.00,0.00,0.01,0.01,0.02,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,10:00,0.00,0.52,0.00,0.00,0.00,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,10:30,0.00,0.44,0.16,0.00,0.04,0.02,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,11:00,0.01,0.66,0.05,0.00,0.01,0.06,0.03,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,11:30,0.00,0.68,0.01,0.00,0.01,0.04,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,12:00,0.19,0.43,0.00,0.00,0.04,0.03,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,12:30,0.15,0.64,0.01,0.00,0.01,0.05,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,13:00,0.01,0.65,0.00,0.00,0.01,0.01,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,13:30,0.00,0.86,0.00,0.00,0.01,0.01,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,14:00,0.00,0.68,0.00,0.00,0.02,0.03,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,14:30,0.01,0.53,0.00,0.00,0.00,0.04,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,15:00,0.00,0.44,0.06,0.00,0.02,0.04,0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,15:30,0.00,0.41,0.14,0.00,0.01,0.02,0.06,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,16:00,0.01,0.44,0.01,0.24,0.02,0.02,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,16:30,0.01,0.59,0.00,0.31,0.00,0.03,0.09,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,17:00,0.34,0.48,0.00,0.00,0.03,0.03,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,17:30,0.00,0.47,0.00,0.00,0.05,0.03,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,18:00,0.00,0.42,0.00,0.00,0.01,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,18:30,0.00,0.64,0.00,0.00,0.00,0.00,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,19:00,0.00,0.70,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,19:30,0.00,0.89,0.00,0.00,0.00,0.01,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,20:00,0.00,0.48,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,20:30,0.00,0.95,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,21:00,0.00,0.73,0.00,0.01,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,21:30,0.00,0.56,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,22:00,0.00,0.52,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,22:30,0.00,0.40,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,23:00,0.00,0.53,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06-08-2024,23:30,0.00,0.34,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,00:00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,00:30,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,01:00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,01:30,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,02:00,0.00,0.29,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,02:30,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,03:00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,03:30,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,04:00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,04:30,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,05:00,0.00,0.25,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,05:30,0.00,0.41,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,06:00,0.00,0.33,0.01,0.00,0.01,0.00,0.03,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,06:30,0.01,0.26,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,07:00,0.00,0.40,0.00,0.00,0.00,0.01,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,07:30,0.00,0.41,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,08:00,0.01,0.59,0.00,0.00,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,08:30,0.00,0.86,0.01,0.00,0.00,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,09:00,0.01,0.60,0.01,0.00,0.03,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,09:30,0.01,0.59,0.19,0.00,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,10:00,0.00,0.60,0.00,0.51,0.02,0.03,0.06,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,10:30,0.34,0.50,0.00,0.00,0.05,0.01,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,11:00,0.00,0.44,0.00,0.00,0.01,0.02,0.06,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,11:30,0.00,0.53,0.00,0.00,0.06,0.08,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,12:00,0.01,0.65,0.20,0.28,0.01,0.03,0.06,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,12:30,0.00,0.64,0.05,0.18,0.01,0.02,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,13:00,0.10,0.68,0.00,0.00,0.01,0.03,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,13:30,0.22,0.67,0.00,0.00,0.01,0.03,0.07,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,14:00,0.00,0.54,0.00,0.00,0.03,0.03,0.10,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,14:30,0.00,0.73,0.00,0.00,0.00,0.03,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,15:00,0.00,0.78,0.01,0.00,0.00,0.01,0.04,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,15:30,0.00,0.58,0.00,0.00,0.00,0.02,0.16,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,16:00,0.00,0.55,0.00,0.00,0.01,0.05,0.10,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,16:30,0.01,0.40,0.00,0.00,0.00,0.02,0.10,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,17:00,0.33,0.59,0.20,0.00,0.02,0.02,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,17:30,0.00,0.41,0.00,0.00,0.01,0.01,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,18:00,0.00,0.59,0.00,0.00,0.03,0.01,0.19,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,18:30,0.00,0.73,0.00,0.00,0.01,0.01,0.17,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,19:00,0.00,0.76,0.00,0.00,0.00,0.01,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,19:30,0.00,0.63,0.00,0.00,0.00,0.03,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,20:00,0.00,0.64,0.00,0.01,0.00,0.05,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,20:30,0.00,0.58,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,21:00,0.00,0.62,0.00,0.45,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,21:30,0.00,0.53,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,22:00,0.00,0.63,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,22:30,0.00,0.47,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,23:00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07-08-2024,23:30,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,00:00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,00:30,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,01:00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,01:30,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,02:00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,02:30,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,03:00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,03:30,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,04:00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,04:30,0.00,0.35,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,05:00,0.00,0.34,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,05:30,0.01,0.28,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,06:00,0.00,0.29,0.00,0.00,0.06,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,06:30,0.00,0.26,0.02,0.00,0.00,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,07:00,0.00,0.28,0.00,0.00,0.00,0.01,0.02,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-08-2024,07:30,0.01,0.55,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
